globalid,CreationDate,Creator,EditDate,Editor,date_and_time,your_mode_of_transportation,mode_other,request,request_other,additional_comments,shape_wkt,POINT_X,POINT_Y
{6368EB4D-48C6-456E-8215-DFD11DC9D5F0},5/17/2024 16:28:35.410,,5/17/2024 16:28:35.410,,5/17/2024 16:25:00.000,bikes,,yieldturn,,A white service van turned right from Longwood Ave onto Avenue Louis Pasteur and did not see me on my bike in spite of my fluoro yellow reflector vest and bike lights. Luckily I was biking slowly enough that I was able to turn with the van and not get hit. Cars often don't yield to pedestrians in this area of Longwood Ave either.,POINT (-71.103014713999983 42.337009235000039),-71.103014713999983,42.337009235000039
{9BB7FF03-A526-4F44-A00E-EA280C2B5616},5/17/2024 16:34:08.238,,5/17/2024 16:34:08.238,,5/17/2024 16:28:00.000,bikes,,yieldturn,,"I was going straight on Longwood Ave at Brookline Ave towards Riverway when two SUVs in a row tried to turn left from Longwood Ave onto Brookline Ave. They tried to turn right after a car went straight just in front of me and failed to yield to me continuing straight. They didn't see me in spite of my fluoro yellow reflector vest and front and rear bike lights that were on. It was about 5 pm on Tuesday, May 14, 2024 and cloudy but still daylight. I had to yell out to the SUVs to get them to stop turning. There needs to be bike-specific infrastructure here. Paint and sharrows are not enough. Cars need to have a left turn signal separate from oncoming traffic because drivers get so impatient when tryin to make a left turn that they barely look when they think they see an opening to turn. This is the most stressful and scary part of my commute to work biking from Porter Square in Cambridge.",POINT (-71.107280337999953 42.338911239000026),-71.107280337999953,42.338911239000026
{68AE3E84-17F2-4B06-8CA9-99E9E67CF1DB},5/17/2024 16:36:31.758,,5/17/2024 16:36:31.758,,5/17/2024 16:34:00.000,bikes,,bikefacility,,"It's very difficult to cross Riverway on Longwood Ave by bike especially going towards the Longwood Medical Area as there is no protected bike lane so to go straight across, you need to cross traffic into the left lane because the right lane is a right only car lane.",POINT (-71.109930611999971 42.340314152000076),-71.109930611999971,42.340314152000076
{CDA05E3F-0E54-40D3-92DD-B77D24A91225},5/17/2024 16:38:26.995,,5/17/2024 16:38:26.995,,5/17/2024 16:36:00.000,bikes,,doublepark,,"Vehicles are blocking the bike lane in front of the restaurants here every time I bike commute to work at the Harvard T.H. Chan School of Public Health, forcing cyclists into the traffic lane.",POINT (-71.10782648199995 42.339251800000056),-71.107826481999950,42.339251800000056
{0C10AF66-1CC7-4D7D-A155-0D29C35FBFCE},5/17/2024 16:40:59.884,,5/17/2024 16:40:59.884,,5/17/2024 16:39:00.000,bikes,,yieldturn,,another scary intersection on Longwood Ave to travel through on a bike because cars and vehicles turning left don't always yield or even look for bicycle traffic.,POINT (-71.106133693999936 42.338279788000079),-71.106133693999936,42.338279788000079
{805C571F-97A0-4156-87EF-01F28EF6C9AC},5/17/2024 16:42:56.534,,5/17/2024 16:42:56.534,,5/17/2024 16:41:00.000,bikes,,bikefacility,,"Paint is not protection. There's a partial painted bike lane, but otherwise zero bike infrastructure and it's extremely harrowing to bike through. Cyclists often bike through the intersection during the 4-way walk signal to get ahead of traffic, and they yield to pedestrians, but this is problematic because of the number of pedestrians crossing in all directions.",POINT (-71.107272228999989 42.338896354000042),-71.107272228999989,42.338896354000042
{E8868F60-2C9D-4997-825A-6E858E697001},5/17/2024 16:45:16.545,,5/17/2024 16:45:16.545,,5/17/2024 16:44:00.000,bikes,,bikefacility,,need protected bike lanes on Longwood Ave because cars block them or pass through the partial painted lane all the time.,POINT (-71.108052457999975 42.339347584000052),-71.108052457999975,42.339347584000052
{A79F5654-097C-466C-85B1-9499815E62F0},5/17/2024 16:46:34.614,,5/17/2024 16:46:34.614,,5/17/2024 16:45:00.000,bikes,,bikefacility,,need bike-specific infrastructure and protection approaching the intersection of Longwood Ave and Binney St. Sharrows are ignored and don't help visibility of cyclists.,POINT (-71.106123278999974 42.33824865400004),-71.106123278999974,42.338248654000040
{1A97E685-E6F7-4015-B20C-8A6215FC9130},5/17/2024 16:51:34.289,,5/17/2024 16:51:34.289,,5/17/2024 16:49:00.000,bikes,,bikefacility,,Need bike-specific infrastructure and protection at Longwood Ave and Blackfan. Busy intersection with cars turning into Children's Hospital.,POINT (-71.105118120999975 42.337791375000052),-71.105118120999975,42.337791375000052
{1F0BEFC0-47DE-4AAC-B31C-9B8E7173845E},5/17/2024 16:52:47.971,,5/17/2024 16:52:47.971,,5/17/2024 16:51:00.000,bikes,,bikefacility,,Bike lane disappears at this end of Longwood Ave and is very much needed for protection and visibility of cyclists on this very busy stretch of road.,POINT (-71.101946099999964 42.336540530000036),-71.101946099999964,42.336540530000036
{7F463DCF-B44D-444B-AAA1-AD808FEFF338},5/19/2024 18:31:43.864,,5/19/2024 18:31:43.864,,5/19/2024 18:29:00.000,bikes,,runlightssigns,,"Cars are consistently running the red light when traveling north, posing a hazard to peds and cyclists who have a green light. Cars traveling south do not stop at the stop sign, posing a double threat to peds and cyclists. There should be increased enforcement until permanent changes can be made.",POINT (-71.070793053999978 42.361434602000031),-71.070793053999978,42.361434602000031
{08272810-ABE7-42DE-9F87-2D899712E5CA},5/19/2024 18:34:54.373,,5/19/2024 18:34:54.373,,5/19/2024 18:33:00.000,bikes,,bikefacility,,"There is no bike lane here and fast-moving cars make for a very scary ride. Given its connection to SW Corridor, it sees heavy bicycle traffic but is not built for it.",POINT (-71.075998551999987 42.347489539000037),-71.075998551999987,42.347489539000037
{5BBD392F-00A1-4FAA-985D-657A9ED6F043},5/19/2024 18:36:14.702,,5/19/2024 18:36:14.702,,5/19/2024 18:35:00.000,bikes,,speeding,,,POINT (-71.076679727999988 42.34881247900006),-71.076679727999988,42.348812479000060
{9518B9B2-33F5-40B9-A890-623306EF5E9C},5/31/2024 15:30:13.087,,5/31/2024 15:30:13.087,,5/31/2024 15:28:00.000,walks,,toomanylanes,,The light timing and multiple crossings all along this connection between the Fens and the Greenway are ridiculous. Pedestrians get stranded in high speed traffic islands if and when the lights ever change. All of these intersections should be scramble crossings.,POINT (-71.104309213999954 42.344093653000073),-71.104309213999954,42.344093653000073
{BA8B9F6B-B83A-4C83-B4A8-5C09380CC5EE},5/31/2024 15:32:22.828,,5/31/2024 15:32:22.828,,5/31/2024 15:30:00.000,bikes,,bikefacility,,"The unprotected bike lane always has double parked cars or delivery trucks in it. There are dozens of motorcycles that also use this bike lane, which is frightening as a cyclist. The entirety of Mass Ave is unpleasant and scary for biking.",POINT (-71.08178215099997 42.340707130000055),-71.081782150999970,42.340707130000055
{73516A9C-B10C-4747-B139-16CE6397DE1E},6/4/2024 19:16:59.813,,6/4/2024 19:16:59.813,,6/4/2024 19:14:00.000,drives,,runlightssigns,,I am a resident who lives on this corner (504 Beacon St). There is a right turn lane to get off of the Mass Ave bridge onto beacon street with a no right turn on red sign and a traffic signal for the right turn lane. I frequently notice people who honk at cars in front of them and then speed around the cars to make an illegal right turn on red. This happens all of the time. ,POINT (-71.089534252999954 42.350871021000046),-71.089534252999954,42.350871021000046
{1C45FD22-DAFA-4D8F-8B5D-607B04058217},6/10/2024 20:20:08.928,,6/10/2024 20:20:08.928,,6/10/2024 20:18:00.000,walks,,speeding,,"Could speed humps/ other traffic calming measures be put on Lincoln Street? This street is super straight and encourages speeding, so some sort of traffic calming measure would be really appreciated ",POINT (-71.132889773999977 42.356959173000064),-71.132889773999977,42.356959173000064
{FDA708AD-0599-40FE-89AA-0F907F7B28C1},6/10/2024 20:25:17.482,,6/10/2024 20:25:17.482,,6/10/2024 20:24:00.000,walks,,awayfromside,,"The eastern side of the intersection of Allston St and Brighton Ave needs a crosswalk. I see people dashing across the street, away from the crosswalk, to avoid having to wait for the whole light cycle to get the walk signal again",POINT (-71.134267420999947 42.353275025000073),-71.134267420999947,42.353275025000073
{FF4F1DAC-668B-4B09-A686-6544D7A267EA},6/10/2024 20:27:36.883,,6/10/2024 20:27:36.883,,6/10/2024 20:26:00.000,walks,,speeding,,"Even with the recent redesign, I don't feel safe crossing the crosswalk here. Cars rarely yield to me, and I've even see a rear-end crash occur because I tried to cross. One of the RRFB signals was destroyed at this location as well",POINT (-71.123873467999942 42.358619330000067),-71.123873467999942,42.358619330000067
{0843ABE2-E4BD-48B2-B2B1-EB8549553508},6/10/2024 20:29:59.389,,6/10/2024 20:29:59.389,,6/10/2024 20:29:00.000,walks,,roadwaymaint,,"The sidewalks over the MBTA rails are in terrible shape, it all feels like a big tripping hazard ",POINT (-71.153131003999988 42.33793180300006),-71.153131003999988,42.337931803000060
{ACCE940D-E7EA-44C8-B758-853EB6BB27E1},6/10/2024 20:32:09.141,,6/10/2024 20:32:09.141,,6/10/2024 20:30:00.000,walks,,yieldturn,,Vehicles do not yield to pedestrians in the crosswalk,POINT (-71.16223204399995 42.334073636000028),-71.162232043999950,42.334073636000028
{CC084A4D-4E71-4E71-921E-2CBF7FF9CDF9},6/10/2024 20:33:23.280,,6/10/2024 20:33:23.280,,6/10/2024 20:32:00.000,walks,,speeding,,"Speeding vehicles, near the boys and girls club, are a concern to me. Are speed cushions an option here?",POINT (-71.136544222999987 42.350159597000072),-71.136544222999987,42.350159597000072
{A2348BB1-1D6F-48FF-8AE1-389379EC9D0B},6/11/2024 16:31:15.149,,6/11/2024 16:31:15.149,,6/11/2024 16:21:00.000,walks,,visibility,,"This crosswalk to cross Peter Parley is exceptionally long because of the way the sidewalks curve away. Because of parked cars, as a pedestrian you can't see cars driving down the hill until you're out in the street. In addition, since PP Rd is only wide enough for one lane of traffic (but it's a 2 way street), Cars are often focused on each other (rather than looking for pedestrians) and they often swerve into the crosswalk space in order to make way for a car going the other direction. They can't see you (pedestrian) and you can't see them. 

This is the crossing that stresses me out as a parent (when walking with my kids or when thinking about allowing them to walk on their own). 

Possible solutions: 
Bumping the sidewalks out
making Peter Parley one way
creating a parking-free zone around the crosswalk    ",POINT (-71.101926197999944 42.311060791000045),-71.101926197999944,42.311060791000045
{DD7F11DC-EA55-4056-932B-BA31D93D9DB8},6/11/2024 16:33:49.276,,6/11/2024 16:33:49.276,,6/11/2024 16:33:00.000,walks,,toomanylanes,,,POINT (-71.098334285999954 42.31583394300003),-71.098334285999954,42.315833943000030
{9AAF6EA9-DE00-4DCE-BA94-40A4EDE005FF},6/11/2024 16:35:50.072,,6/11/2024 16:35:50.072,,6/11/2024 16:34:00.000,walks,,sidewalk,,"This sidewalk is terrible! Mud and ice are bad, and it's really hard to navigate with a stroller or scooter. Also, cars entering the garage add a hazard (could the entrance/exit be made smaller?)",POINT (-71.100598069999933 42.313394380000034),-71.100598069999933,42.313394380000034
{C8C20E35-67BB-46D0-9556-F3FFBCDEECCF},6/11/2024 16:37:47.298,,6/11/2024 16:37:47.298,,6/11/2024 16:36:00.000,walks,,walksignal,,The wait for the walk signal is ridiculously long and it encourages pedestrians to walk without waiting for it. Sometimes cars have a red light but the walk still doesn't go. ,POINT (-71.10676054399994 42.349945167000044),-71.106760543999940,42.349945167000044
{E98BBCCA-9AB5-4171-BB40-A89F3D8D881B},6/11/2024 16:39:52.970,,6/11/2024 16:39:52.970,,6/11/2024 16:38:00.000,walks,,runlightssigns,,Cars illegally turn right on red. One of these days they will get hit by a car coming down Montebello. ,POINT (-71.101674195999976 42.312314681000032),-71.101674195999976,42.312314681000032
{F497BAC3-69CE-4015-BC95-44DEE42A1BFC},6/11/2024 16:42:40.460,,6/11/2024 16:42:40.460,,6/11/2024 16:41:00.000,walks,,sidewalk,,no curb cuts,POINT (-71.098763537999957 42.314058628000055),-71.098763537999957,42.314058628000055
{0AE6E245-0B7D-43B6-BD20-C411177FAA6F},6/11/2024 16:52:53.673,,6/11/2024 16:52:53.673,,6/11/2024 16:50:00.000,walks,,speeding,,"It is absurd to have nothing but a crosswalk here. We need a light!! This road feels like a highway to the cars, and yet it's a common crossing where kids and families cross to access their park!! We have been asking for this for years!!",POINT (-71.095164516999944 42.305005315000074),-71.095164516999944,42.305005315000074
{31EFF3F6-B91E-4B58-A9AA-9356ED6A52BF},6/12/2024 16:30:59.500,,6/12/2024 16:30:59.500,,6/12/2024 16:29:00.000,bikes,,bikefacility,,"This is such a miss! The bike path just ends here with no easy way to navigate the intersections, no way to connect to the SW Corridor, etc. ",POINT (-71.104318189999958 42.343758591000039),-71.104318189999958,42.343758591000039
{68053CFE-C954-4158-85D1-1FBC1060A4A6},6/14/2024 19:56:15.545,,6/14/2024 19:56:15.545,,6/14/2024 19:54:00.000,walks,,speeding,,"Crossing from Price Road onto Glenville Ave as a pedestrian can be tricky. Could a curb extension be put in so the crossing has improved visibility? If not, could speed humps be installed to slow down oncoming cars",POINT (-71.134728367999969 42.349529233000055),-71.134728367999969,42.349529233000055
{BDD87687-2B14-4357-A139-2791B0B7C794},6/22/2024 20:36:21.811,,6/22/2024 20:36:21.811,,6/22/2024 20:29:00.000,walks,,speeding,,"We live at that location and cars go too fast (over speed limit) up and down street. There is also limited visibility because of curve. There have been several vehicle accidents and last year a pedestrian was struck and injured by speeding car. First responders came.
If they put a speed hub just before the curve at 42 Newton St. call and after the curve at 60 Newton st it would slow the rate of speeds safely. 
Many cars race through the neighborhood to cut through to avoid tragic and have hit vehicles, a pedestrian was struck, and people’s animals have been hit ",POINT (-71.164896166999938 42.357025169000053),-71.164896166999938,42.357025169000053
{E2321472-4FBD-45BB-B6D3-1D98DFEF7838},6/25/2024 14:41:00.149,,6/25/2024 14:41:00.149,,6/25/2024 14:26:00.000,bikes,,bikefacility,,"Exiting this intersection going south, as the road shifts left, cars & trucks regularly cut through the bike lane, causing cyclists to be ""squeezed"" as the cars drive by.  This can be especially dangerous with large trucks, as there is a real risk of being run over.  

There were once white pylons here which I found were effective at keeping cyclists and automobiles separated at this squeeze, however they were removed some time ago.  

As a personal anecdote, I've seen 3 near misses at this intersection over the past year.  It's only a matter of time before a serious incident occurs here.  ",POINT (-71.06385367699994 42.398159751000037),-71.063853676999940,42.398159751000037
{0342ABA8-B81B-4819-951C-3BC7CE28178D},6/25/2024 14:49:32.016,,6/25/2024 14:49:32.016,,6/25/2024 14:43:00.000,bikes,,bikefacility,,"NOTE: I accidentally posted this comment on the wrong intersection.  This should be the correct location now, where Alford Street meets Dexter St. 

Exiting this intersection going south, as the road shifts left, cars & trucks regularly cut through the bike lane, causing cyclists to be ""squeezed"" as the cars drive by. This can be especially dangerous with large trucks, as there is a real risk of being run over.

There were once white pylons here which I found were effective at keeping cyclists and automobiles separated at this squeeze, however they were removed some time ago.

As a personal anecdote, I've seen 3 near misses at this intersection over the past year. It's only a matter of time before a serious incident occurs here. ",POINT (-71.067477340999972 42.394223285000066),-71.067477340999972,42.394223285000066
{A037B973-7375-488E-9C39-5A67B2B8AA58},7/8/2024 18:10:16.334,,7/8/2024 18:10:16.334,,7/8/2024 18:08:00.000,walks,,runlightssigns,,"Drivers constantly run this 4-way stop. It's so dangerous - I routinely almost get hit by cars when I'm in the crosswalk here, because they're impatient, they try to beat the pedestrian across the street, or they are looking down at their phones. I would guess 98% of drivers don't come to a full stop here or yield to pedestrians. The crosswalk paint and stop line paint on the north crossing is totally worn off, too.",POINT (-71.109564122999984 42.323377510000057),-71.109564122999984,42.323377510000057
{2FC111C4-9EF0-48E7-99F0-4DD555AA89D2},7/8/2024 18:11:18.271,,7/8/2024 18:11:18.271,,7/8/2024 18:10:00.000,bikes,,roadwaymaint,,Bad stretch of potholes on Day Street next to the MSPCA. I am always bracing for a flat tire when I bike.,POINT (-71.109786505999978 42.322727007000026),-71.109786505999978,42.322727007000026
{FF9978B2-8556-4F0D-8B4A-53B3D796DA48},7/8/2024 18:13:22.772,,7/8/2024 18:13:22.772,,7/8/2024 18:11:00.000,walks,,speeding,,"People absolutely gun it up and down Bynner St, only to come to a screeching halt at the red light or run the stop sign at Bynner & Day. There were just two car accidents at Bynner & Day within the span of 10 days. I live on Bynner and hear cars tearing down the street at 40+ mph all day long.",POINT (-71.110888619999969 42.323617879000039),-71.110888619999969,42.323617879000039
{2301A669-D02B-4613-B24E-3F14FCF2C31C},7/16/2024 0:01:50.031,,7/16/2024 0:01:50.031,,7/15/2024 23:56:00.000,walks,,awayfromside,,"This is a popular place to cross for pedestrians accessing the staircase outside the Cultural Center for trips between Shaw's and the bus stop on Meridian and Lexington or further into Eagle Hill. There is no crosswalk, and parked cars severely limit visibility. Please look into adding a crosswalk here and daylighting either side of the street.",POINT (-71.039813036999988 42.376432978000025),-71.039813036999988,42.376432978000025
{3FF23D80-BBF9-45AF-8F2D-9C2DD2644DE2},7/16/2024 0:04:02.523,,7/16/2024 0:04:02.523,,7/16/2024 0:02:00.000,bikes,,bikefacility,,"The bike lane is incredibly faded on this stretch of Maverick Street. Cars often drive or park in the bike lane, likely because they cannot see there is one there",POINT (-71.038281495999968 42.369876067000064),-71.038281495999968,42.369876067000064
{8A6FA444-4F7A-4AB0-BB36-6C58C0248F00},7/16/2024 0:59:15.423,,7/16/2024 0:59:15.423,,7/16/2024 0:56:00.000,bikes,,yieldgoing,,"Cars often do not yield at this intersection, and sometimes are going above the speed limit. Many pedestrians use this crosswalk to access the EB Greenway, and especially the adjacent dog park. Please consider installing a stop sign here.",POINT (-71.034260864999965 42.372878183000068),-71.034260864999965,42.372878183000068
{7AB52B0A-26D0-4E95-93F2-F8A629131187},7/17/2024 18:24:30.680,,7/17/2024 18:24:30.680,,7/17/2024 18:24:00.000,drives,,visibility,,,POINT (-71.035993571999938 42.373744113000043),-71.035993571999938,42.373744113000043
{18A83743-044E-4FDA-9EC2-9A2F9744453A},8/7/2024 15:44:40.952,,8/7/2024 15:44:40.952,,8/7/2024 15:40:00.000,bikes,,speeding,,This carriageway runs beside the Arborway. People flagrantly break the speed limit to beat the traffic on the actual Arborway. ,POINT (-71.119031230999951 42.30449730600003),-71.119031230999951,42.304497306000030
{E72BEA0C-7B53-466A-97B7-20FA24739D36},8/16/2024 1:31:42.210,,8/16/2024 1:31:42.210,,8/16/2024 1:29:00.000,walks,,awayfromside,,a crosswalk or street here would be great!,POINT (-71.130402111999956 42.29484469700003),-71.130402111999956,42.294844697000030
{ADCDA842-ABC6-4E76-8EF4-2DCE810185CF},8/21/2024 1:37:02.315,,8/21/2024 1:37:02.315,,8/21/2024 1:35:00.000,bikes,,other,Signal Timing Safety,"Bikers going toward Forest Hills Station across the slip lane turning onto South Street from Arborway have a green light at the same time as Drivers using the slip lane. Effectively, both have the right of way. It's only a matter of time before someone gets killed here.",POINT (-71.11465203299997 42.301642814000047),-71.114652032999970,42.301642814000047
{D5BD5CF4-B5A7-48C6-9A40-916646F1E728},8/25/2024 21:26:08.556,,8/25/2024 21:26:08.556,,8/25/2024 21:22:00.000,bikes,,bikefacility,,"This is a critical biking corridor from Dorchester/Southie into the city. People drive very fast here, and there are often cars parked in the right lane.",POINT (-71.063706154999977 42.343352133000053),-71.063706154999977,42.343352133000053
{3053EA4F-8209-4481-8C84-6D092C2E25C8},8/25/2024 21:28:29.764,,8/25/2024 21:28:29.764,,8/25/2024 21:26:00.000,bikes,,bikefacility,,"There's no bike lane from Arlington to Southie. Maps suggests following Herald St and Washington St, but people drive very aggressively on Herald St and it's hard to make a left turn on Washington St.",POINT (-71.066731686999958 42.347083047000069),-71.066731686999958,42.347083047000069
{63BC23D2-E6C7-4715-824A-511638A58B3E},8/25/2024 21:37:15.309,,8/25/2024 21:37:15.309,,8/25/2024 21:31:00.000,walks,,toomanylanes,,Lots of people cross to Enterprise St here where there is no crosswalk. The road is wide and drivers go fast. Narrowing street and providing a crosswalk would really improve safety.,POINT (-71.060812590999944 42.322642470000062),-71.060812590999944,42.322642470000062
{2BBE2910-1359-48FA-990D-A37835659E22},8/25/2024 21:43:10.497,,8/25/2024 21:43:10.497,,8/25/2024 21:37:00.000,walks,,toomanylanes,,"Please put a crosswalk from the corner of Willow Court across Allstate Road directly to where the sidewalk goes through the parking lot. A speed hump/table would be even better, since drivers routinely speed along this straight section. The parking lot here is in general very unfriendly to pedestrians and it would be great if the city could make it safer and more convenient to walk through.",POINT (-71.064483995999979 42.325031361000072),-71.064483995999979,42.325031361000072
{0C95A446-1E69-438C-80D6-E3B7ACB6D8D8},8/25/2024 21:46:22.714,,8/25/2024 21:46:22.714,,8/25/2024 21:44:00.000,bikes,,bikefacility,,"I hope the bike lane will be extended further up Berkeley. At the light, bikers going straight who were in the right lane are suddenly in the way of traffic turning right on the green arrow. The surface is also super rough here which makes it hard to steer with one hand to give turn signals.",POINT (-71.072671175999972 42.350947341000051),-71.072671175999972,42.350947341000051
{71003127-35AE-4037-A345-0331E8166137},8/26/2024 16:30:48.131,,8/26/2024 16:30:48.131,,8/26/2024 16:18:00.000,walks,,speeding,,"   Baker Street from Catholic Memorial across Spring Street (when the light is Green) to its intersection with Centre Street has become the “work-around” to bypass the “congestion” caused by Boston’s safety initiative to reduce the traffic lanes in West Roxbury Centre for traffic in both directions between South Brookline and Dedham.
    Speed Humps-not bumps-should installed from adjacent to the school crossing at Catholic Memorial down Baker Street (at least 2) to Ansonia Road. Two stop signs should installed on Baker Street on either side of its intersection with Ansonia Road adjacent to the crosswalk along with one speed hump on the slope on Baker Street adjacent to the Kilmer School.
",POINT (-71.163931242999979 42.271927326000025),-71.163931242999979,42.271927326000025
{6338A887-E586-4EAC-B8D8-359CE42E3353},8/27/2024 14:25:20.287,,8/27/2024 14:25:20.287,,8/27/2024 14:22:00.000,walks,,notenoughtime,,"The combined green walk signal and flashing hand countdown only provides enough time for pedestrians to cross half the street before turning to the solid red hand. Drivers will NOT yield for pedestrians already in the crosswalk, especially after seeing the red hand for pedestrians. The green walk pedestrian interval should last just as long as the green signal for vehicles. ",POINT (-71.115790358999959 42.351142730000049),-71.115790358999959,42.351142730000049
{EEA4D360-C552-47C8-8A22-DEE295011177},8/30/2024 0:00:49.063,,8/30/2024 0:00:49.063,,8/30/2024 0:00:00.000,walks,,yieldgoing,,Most drivers do not yield for pedestrians at this crosswalk,POINT (-71.094674940999937 42.344519934000061),-71.094674940999937,42.344519934000061
{88073D03-9CDC-4322-A675-3EEF3B2D1E16},9/12/2024 23:44:05.103,,9/12/2024 23:44:05.103,,9/12/2024 23:43:00.000,bikes,,bikefacility,,,POINT (-71.076485933999948 42.341404658000044),-71.076485933999948,42.341404658000044
{33421DEE-AC37-49EC-94FC-93648798867A},9/14/2024 13:00:20.826,,9/14/2024 13:00:20.826,,9/14/2024 12:56:00.000,walks,,yieldturn,,This intersection feels chronically dangerous as a pedestrian. Right- and left-turning drivers (especially turning from Albany onto Mass Ave) routinely choose not to yield to pedestrians who have the walk light and are already in the middle of the crosswalk. ,POINT (-71.073386200999948 42.333561090000046),-71.073386200999948,42.333561090000046
{8EC29053-C724-4211-9483-1501D0D9BF07},9/17/2024 13:28:17.508,,9/17/2024 13:28:17.508,,9/17/2024 13:24:00.000,bikes,,yieldturn,,"There is no bike infrastructure on Longwood Ave and this intersection with Riverway is particularly bad. Bikes typically go through the intersection with the 4-way pedestrian signal to avoid being invisible when vehicles are turning, especially with large vans and trucks that further block visibility. This is not ideal, even if cyclists yield to pedestrians. During morning rush hour, when cars on Riverway have a green arrow to turn left onto Longwood, they are not yielding to pedestrians/cyclists crossing because they are only concerned with the fact that they have a green arrow and there is traffic stopped around the intersection that they want to get through.",POINT (-71.109983427999964 42.34033118800005),-71.109983427999964,42.340331188000050
{5DBE4FAD-F965-48A6-A24D-82C843418FD0},9/17/2024 13:30:52.427,,9/17/2024 13:30:52.427,,9/17/2024 13:29:00.000,bikes,,speeding,,Vehicle drivers speed through the intersection trying to make the light. This is especially problematic when drivers are trying to turn left. They will accelerate hard to try and make the turn before the light changes.,POINT (-71.109899398999971 42.340346521000072),-71.109899398999971,42.340346521000072
{084EB28D-C7FA-4122-967C-CF7F10F66D7F},9/17/2024 13:31:59.820,,9/17/2024 13:31:59.820,,9/17/2024 13:31:00.000,bikes,,runlightssigns,,Vehicle drivers go through the red light from all directions because they get tired of waiting for the light and are impatient.,POINT (-71.109892232999982 42.340306406000025),-71.109892232999982,42.340306406000025
{EE80B4E7-A031-41E4-B6D7-B5ACF661EB5D},9/17/2024 13:33:30.968,,9/17/2024 13:33:30.968,,9/17/2024 13:32:00.000,bikes,,roadwaymaint,,"the roadway surface has potholes and uneven pavement in areas. This is a nuisance for vehicle drivers, but dangerous for cyclists whose wheels can get caught in uneven pavement and cause a crash.",POINT (-71.109945876999973 42.340282615000035),-71.109945876999973,42.340282615000035
{EB85DAA3-37AB-4B1D-B3E6-8A7234932A10},9/17/2024 13:34:37.660,,9/17/2024 13:34:37.660,,9/17/2024 13:33:00.000,bikes,,notenoughtime,,The crosswalk time is relatively short considering it's a 4-way walk signal and there are multiple lanes to cross.,POINT (-71.109924418999981 42.340318301000025),-71.109924418999981,42.340318301000025
{04606081-BE4D-4878-B66B-46ECAEBE6589},9/17/2024 13:36:32.214,,9/17/2024 13:36:32.214,,9/17/2024 13:35:00.000,bikes,,toomanylanes,,This is a large area for pedestrians to cross with multiple lanes in all directions. Adding bike infrastructure and shorter crosswalks would make a huge difference for cyclists' and pedestrians' safety and their visibility to drivers.,POINT (-71.109892232999982 42.340298475000054),-71.109892232999982,42.340298475000054
{9C5BF9C5-A8A8-42AF-9EF6-5A1E139771F9},9/20/2024 14:14:06.153,akleyman_CTPS,9/20/2024 14:14:06.153,akleyman_CTPS,9/20/2024 14:14:00.000,walks,,notenoughtime,,,POINT (-71.066641737999987 42.351517604000037),-71.066641737999987,42.351517604000037
{7BA7E79C-2FD3-4F7C-9353-DEFFBBF11C23},9/28/2024 20:20:03.855,,9/28/2024 20:20:03.855,,9/28/2024 20:19:00.000,walks,,toomanylanes,,,POINT (-71.124772499999949 42.304398609000032),-71.124772499999949,42.304398609000032
{9273EE94-D8E5-4100-B10F-1308D4773BA3},9/28/2024 20:21:09.439,,9/28/2024 20:21:09.439,,9/28/2024 20:20:00.000,walks,,toomanylanes,,,POINT (-71.12539527499996 42.302899799000045),-71.125395274999960,42.302899799000045
{219C237E-D687-4270-A95E-175B5505F385},9/28/2024 20:21:45.774,,9/28/2024 20:21:45.774,,9/28/2024 20:21:00.000,walks,,toomanylanes,,,POINT (-71.126234722999982 42.301809020000064),-71.126234722999982,42.301809020000064
{E38B2BB7-4584-438C-BE21-85A84725839C},9/28/2024 20:23:25.721,,9/28/2024 20:23:25.721,,9/28/2024 20:22:00.000,walks,,speeding,,,POINT (-71.12539527499996 42.302899799000045),-71.125395274999960,42.302899799000045
{F135C5B1-A5EB-49D5-BBE4-E73F5654B8EE},9/28/2024 20:25:20.857,,9/28/2024 20:25:20.857,,9/28/2024 20:24:00.000,walks,,yieldgoing,,,POINT (-71.124772499999949 42.304398609000032),-71.124772499999949,42.304398609000032
{6D483B11-512F-4C45-A144-D9CF6125BBB8},9/28/2024 20:26:30.999,,9/28/2024 20:26:30.999,,9/28/2024 20:25:00.000,walks,,speeding,,,POINT (-71.124772499999949 42.304398609000032),-71.124772499999949,42.304398609000032
{EBB171F4-E602-4FD7-AAA7-A91E5350235D},9/28/2024 20:27:18.782,,9/28/2024 20:27:18.782,,9/28/2024 20:26:00.000,walks,,speeding,,,POINT (-71.126234722999982 42.301809020000064),-71.126234722999982,42.301809020000064
{240DB719-3004-436F-B0B0-DE79094C5DCB},9/28/2024 20:28:04.723,,9/28/2024 20:28:04.723,,9/28/2024 20:27:00.000,walks,,yieldgoing,,,POINT (-71.126234722999982 42.301809020000064),-71.126234722999982,42.301809020000064
